@RELATION SWA_classification

@ATTRIBUTE s_str STRING
@ATTRIBUTE t_str STRING
@ATTRIBUTE st_samestr {0,1}
@ATTRIBUTE s_stem STRING
@ATTRIBUTE t_stem STRING
@ATTRIBUTE st_samestem {0,1}
@ATTRIBUTE s_pos STRING
@ATTRIBUTE t_pos STRING
@ATTRIBUTE st_precede {0,1}
@ATTRIBUTE st_follow {0,1}
@ATTRIBUTE class {preserved,bigrammar-vtense,bigrammar-wform,bigrammar-inter,paraphrase,unaligned,mogrammar-prep,mogrammar-det,bigrammar-prep,bigrammar-det,bigrammar-others,typo,spelling,duplicate,moproblematic,biproblematic,unspec}

@DATA
ways,ways,1,ways,ways,1,NNS,NNS,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
overcome,overcome,1,overcome,overcome,1,VB,VB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
parse,parse,1,parse,parse,1,NN,NN,1,1,preserved
errors,errors,1,error,error,1,NNS,NNS,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
noun,noun,1,noun,noun,1,NN,NN,1,1,preserved
phrase,phrase,1,phrase,phrase,1,NN,NN,1,1,preserved
boundary,boundary,1,boundary,boundary,1,NN,NN,1,1,preserved
detection,detection,1,detection,detection,1,NN,NN,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
relative,relative,1,relative,relative,1,JJ,JJ,1,1,preserved
clause,clause,1,clause,clause,1,NN,NN,1,1,preserved
attachment,attachment,1,attachment,attachment,1,NN,NN,1,1,preserved
(,(,1,(,(,1,LRB,LRB,1,1,preserved
See,See,1,See,See,1,NNP,NNP,1,0,preserved
section,section,1,section,section,1,NN,NN,0,0,preserved
Discussions,Discussions,1,Discussions,Discussions,1,NNS,NNS,0,0,preserved
),),1,),),1,RRB,RRB,0,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
increase,increase,1,increase,increase,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
system,system,1,system,system,1,NN,NN,1,1,preserved
performance,performance,1,performance,performance,1,NN,NN,1,1,preserved
on,on,1,on,on,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
PRON,PRON,1,PRON,PRON,1,NNP,NNP,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
DNP,DNP,1,DNP,DNP,1,NNP,NNP,1,1,preserved
types,types,1,type,type,1,NNS,NNS,1,1,preserved
by,by,1,by,by,1,IN,IN,1,1,preserved
RB-FULL,RB-FULL,1,RB-FULL,RB-FULL,1,NNP,NNP,1,1,preserved
demonstrate,demonstrate,1,demonstrate,demonstrate,1,VB,VB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
effectiveness,effectiveness,1,effectiveness,effectiveness,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
discourse,discourse,1,discourse,discourse,1,NN,NN,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
semantic,semantic,1,semantic,semantic,1,NN,NN,1,1,preserved
information,information,1,information,information,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
performance,performance,1,performance,performance,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
protein,protein,1,protein,protein,1,NN,NN,1,1,preserved
coreference,coreference,1,coreference,coreference,1,NN,NN,1,1,preserved
resolution,resolution,1,resolution,resolution,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
Comparing,Comparing,1,Comparing,Comparing,1,VBG,VBG,1,1,preserved
RB-MIN,RB-MIN,1,RB-MIN,RB-MIN,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
RB-FULL,RB-FULL,1,RB-FULL,RB-FULL,1,NNP,NNP,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
RB-MIN+1,RB-MIN+1,1,RB-MIN+1,RB-MIN+1,1,CD,CD,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
3,3,1,3,3,1,CD,CD,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
found,found,1,find,find,1,VBN,VBN,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
rule,rule,1,rule,rule,1,NN,NN,1,1,preserved
3,3,1,3,3,1,CD,CD,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
which,which,1,which,which,1,WDT,WDT,1,1,preserved
stands,stands,1,stand,stand,1,NNS,NNS,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
discourse,discourse,1,discourse,discourse,1,NN,NN,1,1,preserved
preference,preference,1,preference,preference,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
works,works,1,work,work,1,NNS,NNS,1,1,preserved
well,well,1,well,well,1,RB,RB,1,1,preserved
for,for,1,for,for,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
PRON,PRON,1,PRON,PRON,1,NNP,NNP,1,1,preserved
type,type,1,type,type,1,NN,NN,1,1,preserved
(,(,1,(,(,1,LRB,LRB,1,1,preserved
2,2,1,2,2,1,CD,CD,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
On,On,1,On,On,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
other,other,1,other,other,1,JJ,JJ,1,1,preserved
hand,hand,1,hand,hand,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
major,major,1,major,major,1,JJ,JJ,1,1,preserved
contribution,contribution,1,contribution,contribution,1,NN,NN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
improvement,improvement,1,improvement,improvement,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
DNP,DNP,1,DNP,DNP,1,NNP,NNP,1,1,preserved
resolution,resolution,1,resolution,resolution,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
from,from,1,from,from,1,IN,IN,1,1,preserved
rule,rule,1,rule,rule,1,NN,NN,1,1,preserved
2,2,1,2,2,1,CD,CD,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
This,This,1,This,This,1,DET,DET,1,1,preserved
rule,rule,1,rule,rule,1,NN,NN,1,1,preserved
successfully,successfully,1,successfully,successfully,1,RB,RB,1,1,preserved
utilizes,utilizes,1,utilize,utilize,1,NNS,NNS,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
domain-specific,domain-specific,1,domain-specific,domain-specific,1,JJ,JJ,1,1,preserved
information,information,1,information,information,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
which,which,1,which,which,1,WDT,WDT,1,1,preserved
shows,shows,1,show,show,1,NNS,NNS,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
coreference,coreference,1,coreference,coreference,1,NN,NN,1,1,preserved
resolution,resolution,1,resolution,resolution,1,NN,NN,1,1,preserved
requires,requires,1,require,require,1,VBZ,VBZ,1,1,preserved
domain-specific,domain-specific,1,domain-specific,domain-specific,1,JJ,JJ,1,1,preserved
information,information,1,information,information,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
To,To,1,To,To,1,TO,TO,1,1,preserved
further,further,1,far,far,1,JJ,JJ,1,1,preserved
explore,explore,1,explore,explore,1,VB,VB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
elements,elements,1,elements,elements,1,NNS,NNS,1,1,preserved
contributed,contributed,1,contribute,contribute,1,VBN,VBN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
significant,significant,1,significant,significant,1,JJ,JJ,1,1,preserved
improvement,improvement,1,improvement,improvement,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
analyzed,analyzed,1,analyze,analyze,1,VBN,VBN,1,1,preserved
our,our,1,our,our,1,PRPS,PRPS,1,1,preserved
system,system,1,system,system,1,NN,NN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
more,more,1,more,more,1,JJR,JJR,1,0,preserved
details,detail,0,detail,detail,1,NNS,NN,1,1,bigrammar-others
.,.,1,.,.,1,PP,PP,0,1,preserved
The,The,1,The,The,1,DET,DET,1,0,preserved
analysis,analyses,0,analysis,analyse,0,NN,NNS,1,0,bigrammar-others
results,results,1,result,result,1,NNS,NNS,0,1,preserved
are,are,1,be,be,1,VBP,VBP,1,0,preserved
given,provided,0,give,provide,0,VBN,VBN,1,1,paraphrase
in,in,1,in,in,1,IN,IN,0,0,preserved
section,section,1,section,section,1,NN,NN,0,0,preserved
Discussions,Discussions,1,Discussions,Discussions,1,NNS,NNS,0,1,preserved
?,of,0,?,of,0,?,IN,0,0,mogrammar-prep
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
'"','"',1,'"','"',1,PPR,PPR,1,1,preserved
>,>,1,>,>,1,SYM,SYM,1,1,preserved
Table,Table,1,Table,Table,1,NNP,NNP,1,1,preserved
3,3,1,3,3,1,CD,CD,1,1,preserved
compares,compares,1,compare,compare,1,VBZ,VBZ,1,1,preserved
various,various,1,various,various,1,JJ,JJ,1,1,preserved
configurations,configurations,1,configuration,configuration,1,NNS,NNS,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
rule-based,rule-based,1,rule-based,rule-based,1,JJ,JJ,1,1,preserved
system,system,1,system,system,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
first,first,1,first,first,1,JJ,JJ,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
RB-MIN,RB-MIN,1,RB-MIN,RB-MIN,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
minimal,minimal,1,minimal,minimal,1,JJ,JJ,1,1,preserved
system,system,1,system,system,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
following,following,1,follow,follow,1,VBG,VBG,1,1,preserved
three,three,1,three,three,1,CD,CD,1,1,preserved
show,show,1,show,show,1,NN,NN,1,0,preserved
contribution,contribution,1,contribution,contribution,1,NN,NN,0,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
three,three,1,three,three,1,CD,CD,1,1,preserved
rules,rules,1,rule,rule,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
NUM-AGREE,NUM-AGREE,1,NUM-AGREE,NUM-AGREE,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
SEM-CONS,SEM-CONS,1,SEM-CONS,SEM-CONS,1,NNP,NNP,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
DISC-PREF,DISC-PREF,1,DISC-PREF,DISC-PREF,1,NNP,NNP,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
RB-FULL,RB-FULL,1,RB-FULL,RB-FULL,1,NNP,NNP,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
full,full,1,full,full,1,JJ,JJ,1,1,preserved
system,system,1,system,system,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
To,To,1,To,To,1,TO,TO,1,1,preserved
emphasize,emphasize,1,emphasize,emphasize,1,VB,VB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
contribution,contribution,1,contribution,contribution,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
semantic,semantic,1,semantic,semantic,1,NN,NN,1,1,preserved
rules,rules,1,rule,rule,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
it,it,1,it,it,1,PRP,PRP,1,1,preserved
also,also,1,also,also,1,RB,RB,1,1,preserved
shows,shows,1,show,show,1,NNS,NNS,1,1,preserved
RB-FULL-sem,RB-FULL-sem,1,RB-FULL-sem,RB-FULL-sem,1,JJ,JJ,1,1,preserved
system,system,1,system,system,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
The,The,1,The,The,1,DET,DET,1,1,preserved
combination,combination,1,combination,combination,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
rule,rule,1,rule,rule,1,NN,NN,1,1,preserved
1,1,1,1,1,1,CD,CD,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
2,2,1,2,2,1,CD,CD,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
3,3,1,3,3,1,CD,CD,1,1,preserved
resulted,resulted,1,result,result,1,VBN,VBN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,0,preserved
62,62,1,62,62,1,CD,CD,0,1,preserved
.4%,.4%,1,.4%,.4%,1,NN,NN,1,0,preserved
fscore,F-score,0,fscore,F-score,0,NN,JJ,1,1,spelling
(,(,1,(,(,1,LRB,LRB,0,1,preserved
RB-MIN+1,RB-MIN+1,1,RB-MIN+1,RB-MIN+1,1,CD,CD,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
2,2,1,2,2,1,CD,CD,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
3,3,1,3,3,1,CD,CD,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
(,(,1,(,(,1,LRB,LRB,1,1,preserved
Table,Table,1,Table,Table,1,NNP,NNP,1,1,preserved
3,3,1,3,3,1,CD,CD,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
In,In,1,In,In,1,IN,IN,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
configuration,configuration,1,configuration,configuration,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
rule,rule,1,rule,rule,1,NN,NN,1,1,preserved
2,2,1,2,2,1,CD,CD,1,0,preserved
contribute,contributes,0,contribute,contribute,1,VB,VBZ,1,1,bigrammar-others
to,to,1,to,to,1,TO,TO,0,0,preserved
'the increasement of','a increase',0,'the increasement of','a increase',0,'DET NN POS','DET POS',1,0,paraphrase
'4 points',4-point,0,'4 point',4-point,0,'CD POS',JJ,0,0,paraphrase
Fscore,F-score,0,Fscore,F-score,0,NNP,JJ,0,0,spelling
on,in,0,on,in,0,IN,IN,0,1,bigrammar-prep
the,the,1,the,the,1,DET,DET,0,1,preserved
development,development,1,development,development,1,NN,NN,1,1,preserved
set,set,1,set,set,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
'2 .3 points','2 .3-point',0,'2 .3 point','2 .3-point',0,'CD CD POS','CD PPR',1,0,spelling
Fscore,F-score,0,Fscore,F-score,0,NNP,JJ,0,0,spelling
on,on,1,on,on,1,IN,IN,0,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
test,test,1,test,test,1,NN,NN,1,1,preserved
set,set,1,set,set,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
when,when,1,when,when,1,WRB,WRB,1,1,preserved
comparing,comparing,1,compare,compare,1,VBG,VBG,1,1,preserved
RB-MIN+1,RB-MIN+1,1,RB-MIN+1,RB-MIN+1,1,CD,CD,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
3,3,1,3,3,1,CD,CD,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
RB-MIN+1,RB-MIN+1,1,RB-MIN+1,RB-MIN+1,1,CD,CD,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
2,2,1,2,2,1,CD,CD,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
3,3,1,3,3,1,CD,CD,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
However,However,1,However,However,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
result,result,1,result,result,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
RB-MIN,RB-MIN,1,RB-MIN,RB-MIN,1,NNP,NNP,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,0,preserved
more,more,1,more,more,1,JJR,JJR,0,1,preserved
than,than,1,than,than,1,IN,IN,1,0,preserved
still,still,1,still,still,1,RB,RB,0,0,preserved
7,7,1,7,7,1,CD,CD,0,1,preserved
points,points,1,point,point,1,NNS,NNS,1,1,preserved
higher,higher,1,higher,higher,1,JJR,JJR,1,1,preserved
than,than,1,than,than,1,IN,IN,1,0,preserved
the,?,0,the,?,0,DET,?,0,0,mogrammar-det
state-of-the-art,state-of-the-art,1,state-of-the-art,state-of-the-art,1,JJ,JJ,0,1,preserved
performance,performance,1,performance,performance,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
?,in,0,?,in,0,?,IN,0,0,mogrammar-prep
This,This,1,This,This,1,DET,DET,1,1,preserved
gain,gain,1,gain,gain,1,NN,NN,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
due,due,1,due,due,1,JJ,JJ,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
fact,fact,1,fact,fact,1,NN,NN,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
rule,rule,1,rule,rule,1,NN,NN,1,1,preserved
ensures,ensures,1,ensure,ensure,1,VBZ,VBZ,1,0,preserved
the,the,1,the,the,1,DET,DET,0,1,preserved
semantic,semantic,1,semantic,semantic,1,NN,NN,1,1,preserved
type,type,1,type,type,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
antecedents,antecedents,1,antecedent,antecedent,1,NNS,NNS,1,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
same,same,1,same,same,1,JJ,JJ,1,1,preserved
as,as,1,as,as,1,IN,IN,1,0,preserved
their,their,1,their,their,1,PRPS,PRPS,0,1,preserved
anaphors,anaphors,1,anaphor,anaphor,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,0,preserved
enabling,enabling,1,enable,enable,1,VBG,VBG,0,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
correct,correct,1,correct,correct,1,JJ,JJ,1,1,preserved
detection,detection,1,detection,detection,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
antecedents,antecedents,1,antecedent,antecedent,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
?,for,0,?,for,0,?,IN,0,0,mogrammar-prep
In,In,1,In,In,1,IN,IN,1,1,preserved
other,other,1,other,other,1,JJ,JJ,1,1,preserved
words,words,1,word,word,1,NNS,NNS,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
if,if,1,if,if,1,IN,IN,1,0,preserved
anaphor,anaphor,1,anaphor,anaphor,1,NN,NN,0,1,preserved
is,is,1,be,be,1,VBZ,VBZ,1,1,preserved
classified,classified,1,classify,classify,1,JJ,JJ,1,1,preserved
as,as,1,as,as,1,IN,IN,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
protein,protein,1,protein,protein,1,NN,NN,1,1,preserved
reference,reference,1,reference,reference,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
then,then,1,then,then,1,RB,RB,1,0,preserved
antecedent,antecedent,1,antecedent,antecedent,1,NN,NN,0,1,preserved
must,must,1,must,must,1,MD,MD,1,1,preserved
also,also,1,also,also,1,RB,RB,1,1,preserved
be,be,1,be,be,1,VB,VB,1,1,preserved
a,a,1,a,a,1,DET,DET,1,1,preserved
protein,protein,1,protein,protein,1,NN,NN,1,1,preserved
reference,reference,1,reference,reference,1,NN,NN,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
?,the,0,?,the,0,?,DET,0,0,mogrammar-det
The,The,1,The,The,1,DET,DET,1,1,preserved
following,following,1,follow,follow,1,VBG,VBG,1,1,preserved
examples,examples,1,example,example,1,NNS,NNS,1,1,preserved
illustrate,illustrate,1,illustrate,illustrate,1,VB,VB,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
way,way,1,way,way,1,NN,NN,1,1,preserved
rule,rule,1,rule,rule,1,NN,NN,1,1,preserved
2,2,1,2,2,1,CD,CD,1,1,preserved
works,works,1,work,work,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
(,(,1,(,(,1,LRB,LRB,1,1,preserved
Coreference,Coreference,1,Coreference,Coreference,1,NNP,NNP,1,1,preserved
examples,examples,1,example,example,1,NNS,NNS,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
paper,paper,1,paper,paper,1,NN,NN,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
represented,represented,1,represent,represent,1,VBN,VBN,1,0,preserved
'as below','in the following manner',0,'as below','in the follow manner',0,'IN POS','IN DET VBG POS',1,1,paraphrase
:,:,1,:,:,1,PPS,PPS,0,1,preserved
gold,gold,1,gold,gold,1,NN,NN,1,1,preserved
anaphoric,anaphoric,1,anaphoric,anaphoric,1,NN,NN,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
antecedent,antecedent,1,antecedent,antecedent,1,NN,NN,1,1,preserved
expressions,expressions,1,expression,expression,1,NNS,NNS,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
bracketed,bracketed,1,bracket,bracket,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
antecedents,antecedents,1,antecedent,antecedent,1,NNS,NNS,1,1,preserved
before,before,1,before,before,1,IN,IN,1,1,preserved
anaphors,anaphors,1,anaphor,anaphor,1,NNS,NNS,1,1,preserved
;,;,1,;,;,1,PPS,PPS,1,1,preserved
gold,gold,1,gold,gold,1,NN,NN,1,1,preserved
protein,protein,1,protein,protein,1,NN,NN,1,1,preserved
mentions,mentions,1,mention,mention,1,VBZ,VBZ,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
underlined,underlined,1,underline,underline,1,VBD,VBD,1,1,preserved
;,;,1,;,;,1,PPS,PPS,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
incorrect,incorrect,1,incorrect,incorrect,1,JJ,JJ,1,1,preserved
response,response,1,response,response,1,NN,NN,1,1,preserved
antecedents,antecedents,1,antecedent,antecedent,1,NNS,NNS,1,1,preserved
are,are,1,be,be,1,VBP,VBP,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
italics,italics,1,italic,italic,1,NNS,NNS,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
-,-,1,-,-,1,PPS,PPS,1,1,preserved
'"','"',1,'"','"',1,PPR,PPR,1,1,preserved
Therefore,Therefore,1,Therefore,Therefore,1,RB,RB,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
[,[,1,[,[,1,LRB,LRB,1,1,preserved
IRF-1,IRF-1,1,IRF-1,IRF-1,1,CD,CD,1,1,preserved
],],1,],],1,RRB,RRB,1,1,preserved
may,may,1,may,may,1,MD,MD,1,1,preserved
be,be,1,be,be,1,VB,VB,1,1,preserved
an,an,1,an,an,1,DET,DET,1,1,preserved
important,important,1,important,important,1,JJ,JJ,1,1,preserved
contributor,contributor,1,contributor,contributor,1,NN,NN,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
IL-12,IL-12,1,IL-12,IL-12,1,CD,CD,1,1,preserved
signaling,signaling,1,signal,signal,1,VBG,VBG,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
and,and,1,and,and,1,CC,CC,1,1,preserved
we,we,1,we,we,1,PRP,PRP,1,1,preserved
speculate,speculate,1,speculate,speculate,1,VB,VB,1,1,preserved
that,that,1,that,that,1,IN,IN,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
defective,defective,1,defective,defective,1,JJ,JJ,1,1,preserved
IL-12,IL-12,1,IL-12,IL-12,1,CD,CD,1,1,preserved
responses,responses,1,response,response,1,NNS,NNS,1,1,preserved
seen,seen,1,see,see,1,VBN,VBN,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
IRF-1-,IRF-1-,1,IRF-1-,IRF-1-,1,JJ,JJ,1,1,preserved
/,/,1,/,/,1,SYM,SYM,1,1,preserved
-,-,1,-,-,1,PPS,PPS,1,1,preserved
mice,mice,1,mouse,mouse,1,NNS,NNS,1,1,preserved
might,might,1,may,may,1,MD,MD,1,1,preserved
be,be,1,be,be,1,VB,VB,1,1,preserved
attributable,attributable,1,attributable,attributable,1,JJ,JJ,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
in,in,1,in,in,1,IN,IN,1,1,preserved
part,part,1,part,part,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
to,to,1,to,to,1,TO,TO,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
absence,absence,1,absence,absence,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
[,[,1,[,[,1,LRB,LRB,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
transcription,transcription,1,transcription,transcription,1,NN,NN,1,1,preserved
factor,factor,1,factor,factor,1,NN,NN,1,1,preserved
],],1,],],1,RRB,RRB,1,1,preserved
.,.,1,.,.,1,PP,PP,1,1,preserved
'"','"',1,'"','"',1,PPR,PPR,1,1,preserved
(,(,1,(,(,1,LRB,LRB,1,1,preserved
PMID-10358173,PMID-10358173,1,PMID-10358173,PMID-10358173,1,CD,CD,1,1,preserved
),),1,),),1,RRB,RRB,1,1,preserved
In,In,1,In,In,1,IN,IN,1,1,preserved
this,this,1,this,this,1,DET,DET,1,1,preserved
example,example,1,example,example,1,NN,NN,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
without,without,1,without,without,1,IN,IN,1,1,preserved
rule,rule,1,rule,rule,1,NN,NN,1,1,preserved
2,2,1,2,2,1,CD,CD,1,1,preserved
',',',',1,',',',',1,PPR,PPR,1,1,preserved
the,the,1,the,the,1,DET,DET,1,1,preserved
faulty,faulty,1,faulty,faulty,1,JJ,JJ,1,1,preserved
response,response,1,response,response,1,NN,NN,1,1,preserved
antecedent,antecedent,1,antecedent,antecedent,1,NN,NN,1,1,preserved
of,of,1,of,of,1,IN,IN,1,1,preserved
